,PolicyholderAgeinyears,IncomeofPolicyholderperannum,Planenrolledyear,YearofMaturity,NumberofPremiumspaidinyears,PremiumPaidtilldate,Totaldelayedmonths,Default
4443,58,75730,2020,2045,3,62500,11,0
4444,58,75690,2015,2040,8,166666,11,1
4445,42,75460,2019,2044,4,83333,13,0
4446,35,75380,2014,2039,9,187500,13,1
4447,54,75330,2015,2040,8,166666,14,1
4448,59,75220,2019,2044,4,83333,11,0
4449,51,75190,2021,2046,2,41666,11,0
4450,72,75150,2020,2045,3,62500,11,0
4451,35,75150,2015,2040,8,166666,11,1
4452,34,75150,2019,2044,4,83333,12,0
4453,61,75150,2014,2039,9,187500,13,1
4454,72,75150,2015,2040,8,166666,11,1
4455,36,75150,2019,2044,4,83333,14,0
4456,58,75150,2015,2040,8,166666,11,1
4457,43,75140,2019,2044,4,83333,11,0
4458,64,75140,2014,2039,9,187500,13,1
4459,54,75140,2015,2040,8,166666,16,1
4460,43,75140,2019,2044,4,83333,11,0
4461,50,75130,2021,2046,2,41666,16,0
4462,53,75130,2020,2045,3,62500,11,0
4463,83,75130,2015,2040,8,166666,11,1
4464,54,75130,2019,2044,4,83333,11,0
4465,47,75130,2014,2039,9,187500,13,1
4466,61,75130,2015,2040,8,166666,11,1
4467,43,75130,2019,2044,4,83333,11,0
4468,76,75130,2021,2046,2,41666,11,0
4469,35,75130,2020,2045,3,62500,12,0
4470,71,75120,2015,2040,8,166666,11,1
4471,54,75120,2019,2044,4,83333,11,0
4472,57,75120,2014,2039,9,187500,13,1
4473,39,75120,2015,2040,8,166666,13,1
4474,91,75120,2019,2044,4,83333,11,0
4475,50,75110,2015,2040,8,166666,11,1
4476,59,75110,2019,2044,4,83333,11,0
4477,37,75110,2014,2039,9,187500,13,1
4478,41,75100,2015,2040,8,166666,11,1
4479,50,75100,2019,2044,4,83333,11,0
4480,51,75100,2021,2046,2,41666,16,0
4481,57,75090,2020,2045,3,62500,11,0
4482,43,75090,2015,2040,8,166666,11,1
4483,61,75090,2019,2044,4,83333,11,0
4484,70,75090,2014,2039,9,187500,13,1
4485,42,75090,2015,2040,8,166666,11,1
4486,65,75080,2019,2044,4,83333,11,0
4487,35,75080,2021,2046,2,41666,11,0
4488,76,75080,2020,2045,3,62500,11,0
4489,58,75070,2015,2040,8,166666,11,1
4490,71,75070,2019,2044,4,83333,11,0
4491,69,75070,2014,2039,9,187500,13,1
4492,45,75070,2015,2040,8,166666,11,1
4493,63,75070,2019,2044,4,83333,16,0
4494,58,75070,2015,2040,8,166666,11,1
4495,40,75060,2019,2044,4,83333,11,0
4496,33,75060,2014,2039,9,187500,13,1
4497,31,75060,2015,2040,8,166666,11,1
4498,46,437580,2019,2044,4,83333,11,0
4499,64,437620,2015,2030,8,100000,11,1
4500,33,556387,2015,2030,8,100000,12,1
4501,47,556387,2019,2034,4,50000,11,0
4502,63,75050,2015,2030,8,100000,12,1
4503,64,556387,2019,2034,4,50000,11,0
4504,39,537470,2017,2032,6,75000,12,1
4505,62,437580,2015,2030,8,100000,11,1
4506,40,437620,2019,2034,4,50000,12,0
4507,59,556387,2017,2032,6,75000,11,1
4508,39,556387,2015,2030,8,100000,11,1
4509,39,556387,2019,2034,4,50000,16,0
4510,34,556387,2015,2030,8,100000,11,1
4511,34,537470,2019,2034,4,50000,11,0
4512,49,556387,2017,2032,6,75000,16,0
4513,35,537470,2015,2030,8,100000,12,1
4514,61,437580,2019,2034,4,50000,11,0
4515,54,556387,2017,2032,6,75000,11,1
4516,78,556387,2015,2030,8,100000,11,1
4517,65,437620,2019,2034,4,50000,11,0
4518,52,437580,2015,2030,8,100000,11,1
4519,58,537470,2019,2034,4,50000,11,0
4520,53,556387,2017,2032,6,75000,11,1
4521,40,556387,2015,2030,8,100000,16,1
4522,35,437620,2019,2034,4,50000,11,0
4523,76,437580,2017,2032,6,75000,11,1
4524,51,537470,2015,2030,8,100000,11,1
4525,51,556387,2019,2034,4,50000,11,0
4526,36,556387,2015,2030,8,100000,11,1
4527,43,556387,2019,2034,4,50000,11,0
4528,45,556387,2017,2032,6,75000,16,0
4529,75,437580,2015,2030,8,100000,11,1
4530,46,537470,2019,2034,4,50000,12,0
4531,42,556387,2017,2032,6,75000,11,1
4532,39,556387,2015,2030,8,100000,11,1
4533,80,437620,2019,2034,4,50000,11,0
4534,80,437580,2015,2030,8,100000,11,1
4535,37,537470,2019,2034,4,50000,11,0
4536,41,556387,2017,2032,6,75000,11,1
4537,63,437620,2015,2030,8,100000,11,1
4538,33,556387,2019,2034,4,50000,11,0
4539,30,437580,2019,2034,4,50000,11,0
4540,62,537470,2017,2032,6,75000,11,1
4541,35,556387,2015,2030,8,100000,12,1
4542,63,556387,2019,2034,4,50000,11,0
4543,73,556387,2015,2030,8,100000,11,1
4544,65,556387,2019,2034,4,50000,16,0
4545,42,556387,2017,2032,6,75000,12,1
4546,49,437620,2015,2030,8,100000,16,1
4547,57,556387,2019,2034,4,50000,13,0
4548,56,537470,2017,2032,6,75000,12,1
4549,40,437580,2015,2030,8,100000,11,1
4550,64,556387,2019,2034,4,50000,13,0
4551,53,437620,2015,2030,8,100000,11,1
4552,40,437580,2019,2034,4,50000,11,0
4553,52,556387,2017,2032,6,75000,11,1
4554,65,556387,2015,2030,8,100000,11,1
4555,62,437620,2019,2034,4,50000,11,0
4556,58,437580,2019,2034,4,50000,11,0
4557,87,537470,2017,2032,6,75000,11,1
4558,52,556387,2015,2030,8,100000,11,1
4559,47,556387,2019,2034,4,50000,11,0
4560,59,556387,2015,2030,8,100000,11,1
4561,33,556387,2019,2034,4,50000,11,0
4562,62,437620,2017,2032,6,75000,11,1
4563,81,437580,2015,2030,8,100000,11,1
4564,59,537470,2019,2034,4,50000,12,0
4565,62,556387,2017,2032,6,75000,11,1
4566,32,556387,2015,2030,8,100000,11,1
4567,68,556387,2019,2034,4,50000,12,0
4568,42,556387,2015,2030,8,100000,11,1
4569,70,556387,2019,2034,4,50000,11,0
4570,60,537470,2017,2032,6,75000,11,1
4571,66,437580,2015,2030,8,100000,11,1
4572,32,437620,2019,2034,4,50000,11,0
4573,50,556387,2019,2034,4,50000,11,0
4574,43,437580,2017,2032,6,75000,11,1
4575,47,556387,2015,2030,8,100000,11,1
4576,57,556387,2019,2034,4,50000,11,0
4577,36,537470,2015,2030,8,100000,11,1
4578,35,437620,2019,2034,4,50000,11,0
4579,78,537470,2017,2032,6,75000,11,1
4580,36,437580,2015,2030,8,100000,11,1
4581,39,556387,2019,2034,4,50000,11,0
4582,56,556387,2017,2032,6,75000,11,1
4583,41,437620,2015,2030,8,100000,11,1
4584,60,437580,2019,2034,4,50000,12,0
4585,65,537470,2015,2030,8,100000,11,1
4586,33,556387,2019,2034,4,50000,16,0
4587,64,556387,2017,2032,6,75000,11,1
4588,63,556387,2015,2030,8,100000,11,1
4589,62,556387,2019,2034,4,50000,14,0
4590,41,437580,2021,2036,2,25000,11,0
4591,69,537470,2020,2035,3,37500,11,0
4592,44,556387,2015,2030,8,100000,11,1
4593,46,556387,2019,2034,4,50000,11,0
4594,45,437620,2017,2032,6,75000,11,1
4595,52,537470,2015,2030,8,100000,11,1
4596,64,437580,2019,2034,4,50000,11,0
4597,38,556387,2021,2036,2,25000,11,0
4598,54,437620,2020,2035,3,37500,9,0
4599,43,556387,2015,2030,8,100000,11,1
4600,57,437580,2019,2034,4,50000,11,0
4601,58,537470,2017,2032,6,75000,11,1
4602,44,556387,2015,2030,8,100000,11,1
4603,51,556387,2019,2034,4,50000,11,0
4604,59,556387,2015,2030,8,100000,11,1
4605,69,556387,2019,2034,4,50000,12,0
4606,48,556387,2017,2032,6,75000,11,1
4607,66,437620,2015,2030,8,100000,11,1
4608,67,437580,2019,2034,4,50000,11,0
4609,46,537470,2021,2036,2,25000,11,0
4610,45,556387,2020,2035,3,37500,12,0
4611,42,537470,2015,2030,8,100000,11,1
4612,40,437580,2019,2034,4,50000,11,0
4613,66,437620,2017,2032,6,75000,11,1
4614,64,556387,2015,2030,8,100000,11,1
4615,36,437620,2019,2034,4,50000,11,0
4616,41,556387,2021,2036,2,25000,16,0
4617,35,556387,2020,2035,3,37500,11,0
4618,58,437580,2015,2030,8,100000,12,1
4619,40,556387,2019,2034,4,50000,12,0
4620,55,556387,2017,2032,6,75000,11,1
4621,59,556387,2015,2030,8,100000,11,1
4622,54,537470,2019,2034,4,50000,12,0
4623,64,437580,2015,2030,8,100000,11,1
4624,34,556387,2019,2034,4,50000,16,0
4625,31,556387,2017,2032,6,75000,11,1
4626,51,537470,2015,2030,8,100000,13,1
4627,56,556387,2019,2034,4,50000,11,0
4628,71,556387,2021,2036,2,25000,16,0
4629,32,556387,2020,2035,3,37500,12,0
4630,50,556387,2015,2030,8,100000,11,1
4631,42,437620,2019,2034,4,50000,16,0
4632,49,556387,2017,2032,6,75000,11,1
4633,77,537470,2015,2030,8,100000,11,1
4634,50,437580,2019,2034,4,50000,12,0
4635,55,556387,2021,2036,2,25000,12,0
4636,38,556387,2020,2035,3,37500,11,0
4637,31,556387,2015,2030,8,100000,11,1
4638,34,556387,2019,2034,4,50000,12,0
4639,45,437580,2017,2032,6,75000,16,0
4640,64,537470,2015,2030,8,100000,12,1
4641,56,556387,2019,2034,4,50000,11,0
4642,34,556387,2015,2030,8,100000,16,1
4643,90,556387,2019,2034,4,50000,11,0
4644,33,556387,2017,2032,6,75000,12,1
4645,74,437580,2015,2030,8,100000,11,1
4646,36,537470,2019,2034,4,50000,11,0
4647,55,556387,2017,2032,6,75000,11,1
4648,40,556387,2015,2030,8,100000,14,1
4649,46,556387,2019,2034,4,50000,11,0
4650,51,556387,2015,2030,8,100000,11,1
4651,54,437620,2019,2034,4,50000,13,0
4652,40,437580,2017,2032,6,75000,12,1
4653,43,537470,2015,2030,8,100000,12,1
4654,45,556387,2019,2034,4,50000,11,0
4655,52,556387,2017,2032,6,75000,11,1
4656,44,556387,2015,2030,8,100000,11,1
4657,35,556387,2019,2034,4,50000,11,0
4658,63,556387,2015,2030,8,100000,11,1
4659,61,437580,2019,2034,4,50000,11,0
4660,38,537470,2017,2032,6,75000,12,1
4661,30,556387,2015,2030,8,100000,11,1
4662,66,556387,2019,2034,4,50000,16,0
4663,70,556387,2017,2032,6,75000,11,1
4664,52,556387,2015,2030,8,100000,11,1
4665,74,437620,2019,2034,4,50000,11,0
4666,81,537470,2015,2030,8,100000,11,1
4667,62,437580,2019,2034,4,50000,11,0
4668,62,556387,2017,2032,6,75000,16,0
4669,71,556387,2015,2030,8,100000,11,1
4670,73,556387,2019,2034,4,50000,12,0
4671,58,556387,2017,2032,6,75000,11,1
4672,47,556387,2015,2030,8,100000,11,1
4673,70,537470,2019,2034,4,50000,11,0
4674,38,437580,2015,2030,8,100000,11,1
4675,55,556387,2019,2034,4,50000,16,0
4676,33,556387,2017,2032,6,75000,11,1
4677,44,556387,2015,2030,8,100000,11,1
4678,47,556387,2019,2034,4,50000,12,0
4679,57,437620,2017,2032,6,75000,11,1
4680,44,437580,2015,2030,8,100000,16,1
4681,34,537470,2019,2034,4,50000,11,0
4682,57,556387,2015,2030,8,100000,11,1
4683,51,556387,2019,2034,4,50000,11,0
4684,35,556387,2017,2032,6,75000,11,1
4685,35,437620,2015,2030,8,100000,11,1
4686,57,437580,2019,2034,4,50000,11,0
4687,35,537470,2019,2034,4,50000,11,0
4688,39,556387,2017,2032,6,75000,11,1
4689,30,556387,2015,2030,8,100000,11,1
4690,37,437620,2019,2034,4,50000,14,0
4691,32,437580,2015,2030,8,100000,11,1
4692,35,437580,2019,2034,4,50000,11,0
4693,60,556387,2017,2032,6,75000,16,0
4694,66,556387,2015,2030,8,100000,11,1
4695,60,537470,2019,2034,4,50000,11,0
4696,35,556387,2017,2032,6,75000,13,1
4697,33,556387,2015,2030,8,100000,16,1
4698,59,556387,2019,2034,4,50000,11,0
4699,41,556387,2015,2030,8,100000,11,1
4700,54,556387,2019,2034,4,50000,11,0
4701,71,556387,2017,2032,6,75000,11,1
4702,49,537470,2015,2030,8,100000,11,1
4703,47,437580,2019,2034,4,50000,11,0
4704,60,437620,2019,2034,4,50000,11,0
4705,42,537470,2017,2032,6,75000,12,1
4706,70,437580,2015,2030,8,100000,11,1
4707,76,437620,2019,2034,4,50000,11,0
4708,60,556387,2015,2030,8,100000,12,1
4709,66,437580,2019,2034,4,50000,11,0
4710,74,437620,2017,2032,6,75000,16,0
4711,43,556387,2015,2030,8,100000,16,1
4712,35,556387,2019,2034,4,50000,11,0
4713,67,537470,2017,2032,6,75000,11,1
4714,45,437580,2015,2030,8,100000,12,1
4715,56,556387,2019,2034,4,50000,11,0
4716,47,556387,2015,2030,8,100000,11,1
4717,76,437620,2019,2034,4,50000,11,0
4718,43,556387,2017,2032,6,75000,11,1
4719,58,556387,2015,2030,8,100000,11,1
4720,54,537470,2019,2034,4,50000,11,0
4721,46,437580,2019,2034,4,50000,11,0
4722,52,556387,2017,2032,6,75000,11,1
4723,38,556387,2015,2030,8,100000,11,1
4724,39,537470,2019,2034,4,50000,11,0
4725,44,437580,2015,2030,8,100000,11,1
4726,67,556387,2019,2034,4,50000,11,0
4727,45,556387,2017,2032,6,75000,11,1
4728,69,556387,2015,2030,8,100000,11,1
4729,44,537470,2019,2034,4,50000,11,0
4730,43,437580,2017,2032,6,75000,11,1
4731,54,437620,2015,2030,8,100000,13,1
4732,62,556387,2019,2034,4,50000,11,0
4733,54,556387,2015,2030,8,100000,11,1
4734,60,556387,2019,2034,4,50000,11,0
4735,55,556387,2017,2032,6,75000,11,1
4736,66,437620,2015,2030,8,100000,12,1
4737,51,437580,2019,2034,4,50000,16,0
4738,51,537470,2021,2036,2,25000,11,0
4739,51,556387,2020,2035,3,37500,11,0
4740,67,556387,2015,2030,8,100000,12,1
4741,34,437620,2019,2034,4,50000,11,0
4742,61,437580,2017,2032,6,75000,11,1
4743,58,537470,2015,2030,8,100000,11,1
4744,78,556387,2019,2034,4,50000,11,0
4745,58,556387,2021,2036,2,25000,11,0
4746,62,556387,2020,2035,3,37500,11,0
4747,43,556387,2015,2030,8,100000,11,1
4748,64,437620,2019,2034,4,50000,12,0
4749,53,437580,2017,2032,6,75000,11,1
4750,39,537470,2015,2030,8,100000,11,1
4751,40,556387,2019,2034,4,50000,11,0
4752,48,437620,2015,2030,8,100000,12,1
4753,66,556387,2019,2034,4,50000,11,0
4754,46,437580,2017,2032,6,75000,12,1
4755,79,537470,2015,2030,8,100000,16,0
4756,35,556387,2019,2034,4,50000,16,0
4757,65,556387,2021,2036,2,25000,11,0
4758,36,556387,2020,2035,3,37500,11,0
4759,57,556387,2015,2030,8,100000,11,1
4760,58,437620,2019,2034,4,50000,11,0
4761,35,437580,2017,2032,6,75000,11,1
4762,71,537470,2015,2030,8,100000,11,1
4763,77,556387,2019,2034,4,50000,11,0
4764,60,556387,2021,2036,2,25000,11,0
4765,79,437620,2020,2035,3,37500,11,0
4766,46,437580,2015,2030,8,100000,11,1
4767,45,537470,2019,2034,4,50000,11,0
4768,39,556387,2017,2032,6,75000,11,1
4769,38,556387,2015,2030,8,100000,11,1
4770,69,556387,2019,2034,4,50000,11,0
4771,59,556387,2015,2030,8,100000,11,1
4772,63,437620,2019,2034,4,50000,11,0
4773,42,537470,2017,2032,6,75000,11,1
4774,63,437580,2015,2030,8,100000,16,1
4775,35,556387,2019,2034,4,50000,11,0
4776,38,556387,2021,2036,2,25000,11,0
4777,65,437620,2020,2035,3,37500,11,0
4778,35,437580,2015,2030,8,100000,11,1
4779,50,537470,2019,2034,4,50000,11,0
4780,68,556387,2017,2032,6,75000,11,1
4781,46,556387,2015,2030,8,100000,11,1
4782,78,556387,2019,2034,4,50000,11,0
4783,74,556387,2021,2036,2,25000,11,0
4784,69,437620,2020,2035,3,37500,12,0
4785,30,537470,2015,2030,8,100000,15,1
4786,63,437580,2019,2034,4,50000,12,0
4787,58,556387,2017,2032,6,75000,13,1
4788,63,556387,2015,2030,8,100000,12,1
4789,64,537470,2019,2034,4,50000,11,0
4790,65,437580,2015,2030,8,100000,12,1
4791,45,437620,2019,2034,4,50000,11,0
4792,79,556387,2017,2032,6,75000,11,1
4793,43,556387,2015,2030,8,100000,11,1
4794,73,556387,2019,2034,4,50000,11,0
4795,31,556387,2017,2032,6,75000,11,1
4796,55,537470,2015,2030,8,100000,11,1
4797,62,437580,2019,2034,4,50000,11,0
4798,66,437620,2015,2030,8,100000,12,1
4799,77,556387,2019,2034,4,50000,11,0
4800,56,556387,2017,2032,6,75000,11,1
4801,74,437620,2015,2030,8,100000,11,1
4802,76,437580,2019,2034,4,50000,12,0
4803,53,537470,2017,2032,6,75000,11,1
4804,50,556387,2015,2030,8,100000,11,1
4805,75,556387,2019,2034,4,50000,11,0
4806,63,556387,2015,2030,8,100000,11,1
4807,76,556387,2019,2034,4,50000,16,0
4808,39,437620,2017,2032,6,75000,11,1
4809,30,437580,2015,2030,8,100000,11,1
4810,41,537470,2019,2034,4,50000,11,0
4811,49,556387,2017,2032,6,75000,11,1
4812,36,556387,2015,2030,8,100000,16,1
4813,46,437620,2019,2034,4,50000,11,0
4814,60,437580,2015,2030,8,100000,11,1
4815,60,537470,2019,2034,4,50000,12,0
4816,53,556387,2017,2032,6,75000,16,0
4817,53,556387,2015,2030,8,100000,11,1
4818,68,556387,2019,2034,4,50000,11,0
4819,52,556387,2017,2032,6,75000,12,1
4820,63,437620,2015,2030,8,100000,11,1
4821,49,437580,2019,2034,4,50000,11,0
4822,35,556387,2015,2030,8,100000,11,1
4823,33,537470,2019,2034,4,50000,11,0
4824,34,556387,2017,2032,6,75000,16,0
4825,44,556387,2015,2030,8,100000,12,1
4826,68,437620,2019,2034,4,50000,11,0
4827,31,437580,2017,2032,6,75000,11,1
4828,45,537470,2015,2030,8,100000,16,1
4829,35,556387,2019,2034,4,50000,11,0
4830,67,556387,2015,2030,8,100000,11,1
4831,32,556387,2019,2034,4,50000,11,0
4832,79,556387,2017,2032,6,75000,11,1
4833,35,437620,2015,2030,8,100000,13,1
4834,30,437580,2019,2034,4,50000,11,0
4835,53,537470,2019,2034,4,50000,11,0
4836,49,556387,2017,2032,6,75000,11,1
4837,35,556387,2015,2030,8,100000,11,1
4838,88,556387,2019,2034,4,50000,11,0
4839,47,556387,2015,2030,8,100000,12,1
4840,56,437620,2019,2034,4,50000,11,0
4841,51,437580,2017,2032,6,75000,11,1
4842,42,556387,2015,2030,8,100000,11,1
4843,64,556387,2019,2034,4,50000,11,0
4844,64,537470,2017,2032,6,75000,11,1
4845,68,556387,2015,2030,8,100000,11,1
4846,85,556387,2019,2034,4,50000,11,0
4847,33,556387,2015,2030,8,100000,11,1
4848,32,437620,2019,2034,4,50000,11,0
4849,37,556387,2017,2032,6,75000,11,1
4850,52,437580,2015,2030,8,100000,12,1
4851,65,556387,2019,2034,4,50000,16,0
4852,36,556387,2019,2034,4,50000,12,0
4853,46,537470,2017,2032,6,75000,11,1
4854,51,556387,2015,2030,8,100000,11,1
4855,40,556387,2019,2034,4,50000,11,0
4856,45,437620,2015,2030,8,100000,11,1
4857,37,437580,2019,2034,4,50000,12,0
4858,52,537470,2017,2032,6,75000,11,1
4859,39,556387,2015,2030,8,100000,12,1
4860,30,556387,2019,2034,4,50000,11,0
4861,59,556387,2017,2032,6,75000,11,1
4862,33,556387,2015,2030,8,100000,11,1
4863,49,556387,2019,2034,4,50000,11,0
4864,66,556387,2015,2030,8,100000,11,1
4865,62,437620,2019,2034,4,50000,16,0
4866,45,556387,2017,2032,6,75000,12,1
4867,49,537470,2015,2030,8,100000,12,1
4868,69,437580,2019,2034,4,50000,11,0
4869,31,556387,2019,2034,4,50000,13,0
4870,60,556387,2017,2032,6,75000,11,1
4871,59,556387,2015,2030,8,100000,11,1
4872,62,556387,2019,2034,4,50000,11,0
4873,74,537470,2015,2030,8,100000,11,1
4874,40,437580,2019,2034,4,50000,11,0
4875,71,437620,2017,2032,6,75000,11,1
4876,57,556387,2015,2030,8,100000,11,1
4877,58,556387,2019,2034,4,50000,11,0
4878,59,556387,2017,2032,6,75000,11,1
4879,57,437620,2015,2030,8,100000,11,1
4880,62,556387,2019,2034,4,50000,12,0
4881,53,556387,2015,2030,8,100000,12,1
4882,54,556387,2019,2034,4,50000,11,0
4883,60,556387,2017,2032,6,75000,12,1
4884,40,537470,2015,2030,8,100000,13,1
4885,35,437580,2019,2034,4,50000,11,0
4886,72,556387,2021,2036,2,25000,12,0
4887,39,556387,2020,2035,3,37500,11,0
4888,78,556387,2015,2030,8,100000,11,1
4889,59,556387,2019,2034,4,50000,11,0
4890,51,437580,2017,2032,6,75000,11,1
4891,67,437620,2015,2030,8,100000,11,1
4892,44,537470,2019,2034,4,50000,11,0
4893,56,556387,2021,2036,2,25000,11,0
4894,51,556387,2020,2035,3,37500,11,0
4895,51,556387,2015,2030,8,100000,11,1
4896,51,556387,2019,2034,4,50000,11,0
4897,42,556387,2017,2032,6,75000,11,1
4898,32,556387,2015,2030,8,100000,12,1
4899,51,437620,2019,2034,4,50000,11,0
4900,67,227400,2015,2030,8,100000,16,0
4901,51,227390,2019,2034,4,50000,16,0
4902,61,226890,2017,2032,6,75000,16,0
4903,30,227080,2015,2030,8,100000,11,1
4904,85,226860,2019,2034,4,50000,12,0
4905,28,226720,2021,2036,2,25000,16,0
4906,48,226650,2020,2035,3,37500,10,0
4907,67,226580,2015,2030,8,100000,11,1
4908,85,226570,2019,2034,4,50000,11,0
4909,70,226440,2017,2032,6,75000,10,1
4910,35,226360,2015,2030,8,100000,11,1
4911,41,437580,2019,2034,4,50000,16,0
4912,54,537470,2021,2036,2,25000,11,0
4913,82,556387,2020,2035,3,37500,11,0
4914,62,556387,2015,2030,8,100000,13,1
4915,84,556387,2019,2034,4,50000,11,0
4916,35,556387,2017,2032,6,75000,12,1
4917,55,437620,2015,2030,8,100000,11,1
4918,60,437580,2019,2034,4,50000,11,0
4919,54,227400,2015,2030,8,100000,11,1
4920,69,227390,2019,2034,4,50000,11,0
4921,42,227080,2017,2032,6,75000,11,1
4922,39,226890,2015,2030,8,100000,12,1
4923,40,226860,2019,2034,4,50000,11,0
4924,43,226720,2021,2036,2,25000,11,0
4925,54,226650,2020,2035,3,37500,12,0
4926,59,226570,2015,2030,8,100000,12,1
4927,51,226580,2019,2034,4,50000,11,0
4928,66,226440,2017,2032,6,75000,11,1
4929,39,226360,2015,2030,8,100000,12,1
4930,38,537470,2019,2034,4,50000,11,0
4931,54,556387,2021,2036,2,25000,11,0
4932,46,437620,2020,2035,3,37500,11,0
4933,40,556387,2015,2030,8,100000,11,1
4934,40,437580,2019,2034,4,50000,16,0
4935,60,537470,2017,2032,6,75000,11,1
4936,75,537320,2015,2030,8,100000,15,1
4937,62,537260,2019,2034,4,50000,11,0
4938,47,536980,2015,2030,8,100000,11,1
4939,30,227400,2019,2034,4,50000,16,0
4940,56,227390,2017,2032,6,75000,11,1
4941,73,227080,2015,2030,8,100000,11,1
4942,41,226890,2019,2034,4,50000,11,0
4943,56,226860,2017,2032,6,75000,16,0
4944,53,226720,2015,2030,8,100000,11,1
4945,86,226650,2019,2034,4,50000,13,0
4946,49,226580,2015,2030,8,100000,12,1
4947,43,226570,2019,2034,4,50000,11,0
4948,65,226440,2017,2032,6,75000,11,1
4949,40,226360,2015,2030,8,100000,11,1
4950,73,536040,2019,2034,4,50000,11,0
4951,43,536030,2017,2032,6,75000,11,1
4952,37,556387,2015,2045,8,200000,11,1
4953,57,227400,2019,2034,4,50000,11,0
4954,62,227390,2015,2030,8,100000,11,1
4955,62,227080,2019,2034,4,50000,11,0
4956,73,226890,2017,2032,6,75000,11,1
4957,55,226860,2015,2030,8,100000,11,1
4958,53,226720,2019,2034,4,50000,11,0
4959,55,226650,2017,2032,6,75000,11,1
4960,51,226580,2015,2030,8,100000,13,1
4961,54,226570,2019,2034,4,50000,16,0
4962,71,226440,2015,2030,8,100000,11,1
4963,34,226360,2019,2034,4,50000,11,0
4964,47,227400,2017,2032,6,75000,11,1
4965,49,227390,2015,2030,8,100000,16,1
4966,37,227080,2019,2034,4,50000,11,0
4967,46,226890,2017,2032,6,75000,12,1
4968,36,226860,2015,2030,8,100000,12,1
4969,44,226720,2019,2034,4,50000,12,0
4970,58,226650,2015,2030,8,100000,16,1
4971,53,226580,2019,2034,4,50000,11,0
4972,55,226570,2017,2032,6,75000,11,1
4973,35,226440,2015,2030,8,100000,11,1
4974,56,227400,2019,2034,4,50000,16,0
4975,55,226360,2017,2032,6,75000,11,1
4976,68,227080,2015,2030,8,100000,12,1
4977,61,227390,2019,2034,4,50000,11,0
4978,42,226890,2015,2030,8,100000,11,1
4979,65,226860,2019,2034,4,50000,11,0
4980,39,226720,2017,2032,6,75000,11,1
4981,54,226650,2015,2030,8,100000,11,1
4982,58,226580,2019,2034,4,50000,11,0
4983,76,226570,2019,2034,4,50000,11,0
4984,44,226440,2017,2032,6,75000,11,1
4985,67,227400,2015,2030,8,100000,11,1
4986,71,227390,2019,2034,4,50000,16,0
4987,48,226360,2015,2030,8,100000,11,1
4988,65,226890,2019,2034,4,50000,11,0
4989,58,227080,2017,2032,6,75000,11,1
4990,65,226720,2015,2030,8,100000,11,1
4991,39,226860,2019,2034,4,50000,16,0
4992,46,226650,2017,2032,6,75000,11,1
